nl Word	English verb	P(w->t)	P(w->a)	P(a->t)	E(t)	E(a)	V(t)	V(a)	S(t)	S(a)
opt-outkwestie	move	0	0	0	1	0	1	1	0	0
aanbestedende	contract	-1	0	-1	0	-1	-1	1	0	-1
bruutheid	overwhelm	0	-1	-1	-1	0	1	-1	-1	0
soortgenoten	own	0	1	1	1	1	1	1	0	1
11,9	end	0	1	0	0	1	0	1	0	0
laatstgenoemden	be	0	1	0	0	0	0	1	0	1
pareren	counter	0	0	0	1	0	1	1	0	0
slinken	be	0	1	0	0	0	0	1	0	1
selenium	be	0	1	0	0	0	0	1	0	1
marmeren	comment	0	0	0	0	0	1	1	0	1
11,5	appear	1	0	1	0	0	1	1	0	1
heen-en-weer-gereis	deal	0	0	0	0	0	0	0	0	0
uitstijgen	go	0	0	0	0	0	0	1	0	0
prijken	be	0	1	0	0	0	0	1	0	1
bevolkingsplanning	work	1	1	1	1	0	1	1	0	1
medegedeeld	inform	1	1	1	1	0	1	1	1	0
Pilot	pilot	0	1	0	1	1	1	1	0	1
Libanon	track	-1	1	-1	-1	1	1	1	-1	1
vertrouwenspersoon	point	0	0	0	0	1	0	1	0	0
onbedoeld	seek	1	1	1	1	1	1	1	0	1
uitwijzingspraktijken	make	0	0	0	1	0	0	1	0	0
landbouwsector	farm	0	1	1	1	1	1	1	0	1
wegverbindingen	link	1	1	1	1	1	1	1	0	0
structurelere	structure	1	1	0	1	1	1	1	0	0
vogelaars	account	0	0	0	0	0	1	1	0	0
aanbeland	reach	0	1	0	0	0	1	1	0	0
RothBehrendt	have	1	1	1	0	0	1	1	0	1
olieprobleem	recognize	0	1	0	0	0	1	1	0	0
brandstoffenpakket	fuel	0	0	0	1	1	1	1	0	1
aantrekkingskracht	appeal	0	0	-1	-1	-1	1	1	0	0
gemaskerde	mask	0	0	0	0	0	1	1	0	0
volmaakt	perfect	1	1	1	1	1	1	1	0	1
stemmen.	vote	0	0	0	1	1	1	1	0	0
stemmen,	vote	0	0	0	1	1	1	1	0	0
rekruteringsofficier	follow	0	0	1	1	1	1	1	0	1
menselijkerwijze	do	1	1	1	0	0	1	1	0	1
geluidsversterking	account	0	0	0	0	0	1	1	0	0
EU-instanties	understand	1	1	1	1	1	1	1	0	1
controleurs	monitor	0	1	1	1	1	0	1	0	0
de-minimissteun	aid	1	1	1	1	0	1	1	1	1
warmwater-	be	0	1	0	0	0	0	1	0	1
overlegorgaan	set	0	0	1	1	1	1	1	0	1
beulsknechten	be	0	1	0	0	0	0	1	0	1
overhandiging	confer	0	0	0	1	1	1	1	0	1
vindingen	provide	1	1	1	1	1	1	1	0	1
stafregisters	put	1	1	1	0	1	1	1	0	1
vaderschap	be	0	1	0	0	0	0	1	0	1
borduurt	be	0	1	0	0	0	0	1	0	1
Rainsy	stand	0	1	1	0	1	0	1	0	0
termijnrekening	advance	0	1	1	1	1	0	1	0	1
besparingsdoelstelling	target	0	0	0	1	0	0	0	0	0
lofwaardig	stress	0	0	1	1	0	1	1	0	0
behoeftenevaluatie	need	0	1	1	0	0	1	1	0	0
Republiek	manage	1	1	1	1	1	1	1	0	1
0,39	grant	0	0	1	1	0	1	1	0	1
Europol-verdrag	accompany	1	1	1	1	1	1	1	1	1
stempositie	vote	0	0	0	1	1	1	1	0	0
online-adverteren	reiterate	0	1	0	1	1	1	1	0	0
BSE-vraagstuk	regard	1	1	1	1	1	1	1	1	1
instemmingsbesluit	end	0	1	0	0	1	0	1	0	0
retorica	look	0	1	1	0	0	0	1	0	1
niet-gecodeerde	read	0	0	1	0	1	0	1	0	1
goedkeuringssysteem	account	0	0	0	0	0	1	1	0	0
Douane-unie	involve	0	0	0	0	1	1	1	0	0
industriemacht	affect	1	0	0	0	0	1	1	0	0
identiteitskaart	document	0	0	0	0	0	1	1	0	0
preventieprogramma	control	1	0	1	0	1	1	1	0	1
koffieboeren	be	0	1	0	0	0	0	1	0	1
analytische	present	1	1	1	1	1	1	1	0	1
bananenverordening	penalize	0	-1	0	-1	0	1	0	-1	0
jongleurs	be	0	1	0	0	0	0	1	0	1
visrecht	harvest	1	1	1	1	1	1	1	0	1
overtuigingen	view	0	0	0	1	0	1	1	0	0
milieuorganisaties	group	0	0	0	1	1	0	1	0	1
onkunde	owe	0	0	-1	0	-1	0	1	0	-1
jachtvergunningen	show	1	1	1	0	1	0	1	0	0
reductiedoel	target	0	0	0	1	0	0	0	0	0
teloorgang	decline	0	0	-1	-1	0	1	1	0	0
10,4%	be	0	1	0	0	0	0	1	0	1
Raadsdebatten	debate	0	1	0	1	1	1	1	0	0
bezuinigingsplannen	plan	1	1	1	1	1	1	1	0	1
beschutting	shelter	0	0	0	0	0	0	1	0	0
risicovolle	risk	-1	0	-1	0	-1	0	1	0	-1
lichtgewicht	perfect	1	1	1	1	1	1	1	0	1
PCB's	happen	0	0	0	0	0	0	-1	0	0
marktordeningen	market	0	0	0	1	1	1	1	0	1
warrige	confuse	0	0	0	-1	0	1	1	-1	0
loslippigheid	amount	0	0	0	1	0	0	1	0	0
gemeenschappelijk	single	0	0	0	-1	0	0	1	0	0
vakbondsmedewerkers	trade	0	1	1	1	1	1	1	0	1
invoerheffingen	import	0	0	0	1	1	1	1	0	1
hervormingsmechanisme	light	0	1	1	1	0	1	1	0	1
herverkiezing	be	0	1	0	0	0	0	1	0	1
verzwijgt	keep	1	1	1	0	1	1	1	1	1
Mavrommatis	land	0	0	1	0	0	1	1	0	1
dichtslibben	down	0	0	0	0	0	0	1	0	0
geweldige	major	0	1	0	0	1	1	1	0	1
universiteitscentra	play	1	1	1	1	1	1	1	0	1
Technologie-Instituut	submit	0	0	1	1	0	1	1	0	0
voorbedachte	force	0	0	0	-1	0	1	0	-1	0
groeifactoren	move	0	0	0	1	0	1	1	0	0
geweldigs	withstand	-1	1	0	0	0	-1	1	0	0
selling	sell	0	0	0	0	1	1	1	0	1
terugkeerbesluit	return	0	0	0	0	0	1	1	0	0
opleidingsacties	train	1	1	1	1	1	1	1	1	1
bevorderde	promote	1	1	1	1	1	1	1	0	1
Avignon	down	0	0	0	0	0	0	1	0	0
Marques	report	0	0	-1	1	0	0	1	0	-1
melkproducten	produce	1	1	1	1	0	1	1	0	1
kompasrichting	point	0	0	0	0	1	0	1	0	0
Tongue	have	1	1	1	0	0	1	1	0	1
verkeersbeperkingen	drive	1	1	0	1	0	1	1	0	1
documentenregister	document	0	0	0	0	0	1	1	0	0
belastingstructuren	tax	0	0	1	1	1	0	1	0	1
grondwettigheid	view	0	0	0	1	0	1	1	0	0
uitgeholpen	be	0	1	0	0	0	0	1	0	1
besognes	view	0	0	0	1	0	1	1	0	0
pathologieën	wage	0	1	1	1	1	1	1	0	1
meetgebied	be	0	1	0	0	0	0	1	0	1
plattelandswaarden	devise	1	1	1	1	1	1	1	0	1
vooruitbetaald	advance	0	1	1	1	1	0	1	0	1
plaatsvond	take	1	1	1	0	1	1	1	0	1
werkgeversverenigingen	desire	1	1	1	1	0	1	1	1	1
energiealternatieven	forward	1	1	0	1	1	1	1	0	1
toestemming	consent	0	1	0	1	1	1	1	1	1
overgoten	sort	0	0	0	1	0	1	1	0	0
voederbedrijven	feed	1	1	1	1	0	1	1	1	1
eindverslagen	report	0	0	-1	1	0	0	1	0	-1
voorjaarsverslag	report	0	0	-1	1	0	0	1	0	-1
informatietechnologieprogramma	be	0	1	0	0	0	0	1	0	1
kruiwagen	jump	0	0	0	0	1	0	1	-1	1
toetredingsdata	date	0	0	1	0	1	0	1	0	1
venijn	be	0	1	0	0	0	0	1	0	1
dieren-	plant	1	1	1	1	1	1	1	0	1
beleidsvlak	field	0	0	1	1	1	1	1	0	0
regiekamer	control	1	0	1	0	1	1	1	0	1
wraakzucht	desire	1	1	1	1	0	1	1	1	1
tussensprintje	catch	0	1	0	0	1	1	1	0	1
werkgelegenheidsaspecten	issue	0	0	0	1	0	1	1	0	0
losgeslagen	have	1	1	1	0	0	1	1	0	1
geluids-	sound	1	0	0	1	0	1	0	0	0
becijferd	put	1	1	1	0	1	1	1	0	1
oplossing	resolve	-1	1	0	0	1	-1	1	0	1
bloedtests	test	0	1	1	0	1	1	1	0	1
gebeden	make	0	0	0	1	0	0	1	0	0
Mazar-i-Sharif	exclude	0	0	-1	-1	0	1	1	0	0
weekmakers	soften	0	0	0	0	0	1	1	0	0
verzekeringsdekkingen	be	0	1	0	0	0	0	1	0	1
sets	set	0	0	1	1	1	1	1	0	1
kan	can	0	0	0	0	0	1	1	0	1
kam	brush	0	-1	0	-1	0	1	1	0	0
kas	cash	0	0	0	0	1	1	1	0	1
kar	speak	1	1	1	1	1	1	1	0	1
kap	log	0	0	0	0	0	1	1	0	1
gewaardeerd	appreciate	1	1	1	1	0	1	1	0	1
vakinhoudelijke	permit	0	0	0	1	1	1	1	1	0
kat	adopt	1	1	1	1	1	1	1	0	1
inspannen	make	0	0	0	1	0	0	1	0	0
ingegraven	be	0	1	0	0	0	0	1	0	1
Speight	be	0	1	0	0	0	0	1	0	1
opgebracht	raise	0	0	1	1	0	0	1	0	1
verdien	deserve	1	1	1	0	1	1	1	0	1
EU-hervormingen	reform	1	1	0	1	0	1	1	0	1
denkbeelden	view	0	0	0	1	0	1	1	0	0
bedrijfskolom	comment	0	0	0	0	0	1	1	0	1
verkeerspolitici	transport	0	1	0	1	1	1	1	0	0
massavlucht	mass	0	0	0	1	0	0	1	0	0
blijk	show	1	1	1	0	1	0	1	0	0
ingeroosterd	schedule	1	1	1	1	1	1	1	0	1
risicodragende	risk	-1	0	-1	0	-1	0	1	0	-1
blijf	remain	0	0	0	0	0	0	1	0	0
registers	register	1	0	1	0	1	1	1	0	0
uurproductiviteit	matter	0	0	0	-1	0	1	1	0	0
ontwerp-verdragsteksten	draft	1	1	1	1	1	1	1	0	1
wateroverlast	flood	0	0	0	0	1	0	1	0	0
VN-onderzoek	do	1	1	1	0	0	1	1	0	1
voltijds	time	0	0	1	0	1	0	1	0	1
land-van-herkomst-beginsel	insist	0	0	1	0	0	1	1	0	1
alcoholische	drink	0	0	1	0	1	0	1	0	1
gemachtigd	empower	1	1	0	1	0	1	1	1	1
onderwijs-	train	1	1	1	1	1	1	1	1	1
schitterden	be	0	1	0	0	0	0	1	0	1
bijstandsuitkering	benefit	1	1	0	1	1	1	1	1	1
rapportagevereisten	report	0	0	-1	1	0	0	1	0	-1
Interreg-programma	own	0	1	1	1	1	1	1	0	1
aardolieprijzen	price	0	0	1	1	1	0	1	0	1
policing	commit	-1	-1	0	0	-1	0	1	0	-1
dominant	dominate	1	0	1	0	1	1	1	0	1
begrijpelijkerwijze	concern	1	-1	0	-1	0	1	1	-1	0
geitenvlees	oust	-1	0	-1	-1	1	1	0	-1	1
milieuvoorschriften	rule	1	1	1	1	1	1	1	0	1
zeurpiet	stress	0	0	1	1	0	1	1	0	0
kopers	buy	1	1	1	1	1	1	1	0	1
redevoering	make	0	0	0	1	0	0	1	0	0
bezettingen	account	0	0	0	0	0	1	1	0	0
bewegwijzering	sign	0	0	1	1	1	1	1	0	1
appreciatie	function	0	1	0	1	1	1	1	0	0
bevelhebber	command	1	0	1	0	1	1	1	0	1
emigratiestroom	look	0	1	1	0	0	0	1	0	1
stimuleringsprojecten	project	0	0	1	1	1	1	1	0	1
IMO-verdragen	break	0	0	-1	-1	1	1	1	0	1
middellangetermijnperspectieven	enable	1	1	0	1	1	1	1	1	0
bodemrijkdommen	land	0	0	1	0	0	1	1	0	1
handelssubsidies	trade	0	1	1	1	1	1	1	0	1
luchtverkeersmarkten	market	0	0	0	1	1	1	1	0	1
Energiecommissie	feel	1	1	1	0	0	0	1	0	1
zonneklaar	clear	0	1	1	1	1	1	1	0	1
FATF-	press	0	1	0	-1	0	1	1	-1	0
werkingskosten	cost	0	-1	0	0	0	0	1	-1	0
onderwijst	teach	0	1	1	1	1	1	1	0	1
familielandbouwbedrijven	farm	0	1	1	1	1	1	1	0	1
Taoiseach	comment	0	0	0	0	0	1	1	0	1
catchen	catch	0	1	0	0	1	1	1	0	1
verslagenheid	dismay	1	-1	0	1	0	1	1	-1	1
wedijveren	compete	1	1	1	1	1	1	1	0	1
gespreid	spread	-1	-1	0	1	0	-1	1	0	0
grondrechtenbeleid	build	1	1	1	1	1	1	1	0	1
resolutie	adopt	1	1	1	1	1	1	1	0	1
vijandelijke	head	1	0	1	1	1	1	1	0	1
betalingsbalanssteun	balance	0	1	1	1	0	1	1	0	1
rouwen	mourn	-1	1	-1	-1	0	-1	1	1	1
georiënteerde	orient	0	0	0	0	0	1	1	0	0
opgehoogd	endanger	1	-1	0	-1	0	1	0	0	0
werkkring	interrupt	0	0	-1	-1	0	1	1	-1	0
lynchen	be	0	1	0	0	0	0	1	0	1
zuinigste	compile	1	1	1	1	1	1	1	0	1
expertisenetwerken	be	0	1	0	0	0	0	1	0	1
alleenwonende	live	1	1	1	1	1	1	1	0	1
begrotingsdoelstelling	target	0	0	0	1	0	0	0	0	0
preventiebeleid	measure	0	1	0	0	0	0	1	0	1
spoelt	flood	0	0	0	0	1	0	1	0	0
rij-	drive	1	1	0	1	0	1	1	0	1
verstrijkt	expire	0	1	0	0	1	0	1	0	1
burgerlijk	help	1	1	0	1	0	1	1	1	0
zaadproducten	have	1	1	1	0	0	1	1	0	1
beslissingsproces	process	0	0	1	1	1	1	1	0	0
ongelijkheid	exist	1	1	1	0	1	0	1	0	1
expeditiebedrijven	ship	1	0	1	1	0	1	1	0	1
hulpprojecten	project	0	0	1	1	1	1	1	0	1
emissiedoelen	target	0	0	0	1	0	0	0	0	0
minimumzorg	risk	-1	0	-1	0	-1	0	1	0	-1
OSPAR-bijeenkomst	be	0	1	0	0	0	0	1	0	1
inkleuring	picture	0	0	0	0	0	1	1	0	0
afbrak	be	0	1	0	0	0	0	1	0	1
opeiste	claim	1	1	1	0	1	1	1	0	1
veiligheidsbedreigingen	draw	0	0	1	1	1	1	0	0	0
rijd	drive	1	1	0	1	0	1	1	0	1
investeringsmarkt	market	0	0	0	1	1	1	1	0	1
rijk	live	1	1	1	1	1	1	1	0	1
bestuursgebied	face	0	0	0	0	1	1	1	0	1
douanewezen	assume	0	0	0	1	1	0	1	0	0
rijp	come	0	1	0	0	0	0	1	0	0
Sherlock	figure	0	0	0	0	0	0	0	0	0
presteerden	do	1	1	1	0	0	1	1	0	1
gevolgde	follow	0	0	1	1	1	1	1	0	1
belangentegenstelling	conflict	0	0	0	-1	0	1	1	0	0
VN-rapporten	report	0	0	-1	1	0	0	1	0	-1
YouTube	shut	1	0	0	0	0	0	1	0	0
minimumvoorschriften	rule	1	1	1	1	1	1	1	0	1
menselijk	term	1	1	0	1	1	1	0	0	0
zwang	be	0	1	0	0	0	0	1	0	1
summier	brief	0	0	1	1	1	1	1	0	1
gecultiveerde	cultivate	1	1	1	1	1	1	1	0	1
luchtvaarttechnologieën	transport	0	1	0	1	1	1	1	0	0
jurisdictionele	incorporate	0	0	1	1	0	1	1	0	1
voorafging	precede	0	0	0	1	0	1	1	0	0
Singapore-thema's	issue	0	0	0	1	0	1	1	0	0
informatiekanaal	channel	0	0	0	0	0	0	1	0	0
klimaatbesprekingen	talk	0	0	0	0	0	1	1	0	0
culinair	down	0	0	0	0	0	0	1	0	0
stamt	date	0	0	1	0	1	0	1	0	1
EU-belastinggeld	be	0	1	0	0	0	0	1	0	1
niet-getrouwde	couple	0	0	0	1	0	0	1	0	0
dame	be	0	1	0	0	0	0	1	0	1
middernacht	end	0	1	0	0	1	0	1	0	0
kerkgangers	repair	0	1	0	1	1	1	1	0	1
stammentwisten	feud	0	1	-1	0	1	1	1	0	1
onstuimige	storm	0	-1	-1	-1	0	1	1	-1	1
vrolijkheid	be	0	1	0	0	0	0	1	0	1
Babylonische	point	0	0	0	0	1	0	1	0	0
inhaakte	run	0	1	1	1	1	1	1	0	1
parkaanleg	issue	0	0	0	1	0	1	1	0	0
EURATOM-Verdrag	be	0	1	0	0	0	0	1	0	1
veranderen	change	0	1	0	1	0	1	1	0	1
socialist	sort	0	0	0	1	0	1	1	0	0
-alreeds	be	0	1	0	0	0	0	1	0	1
overheidszijde	make	0	0	0	1	0	0	1	0	0
hulpmiddel	help	1	1	0	1	0	1	1	1	0
slagerijen	shop	0	0	1	0	1	1	1	0	1
functionele	function	0	1	0	1	1	1	1	0	0
reflecteert	reflect	0	0	0	0	0	0	1	0	0
toxinewapens	carry	0	1	1	0	0	1	1	0	0
CIA-agenten	warrant	0	0	0	0	1	0	0	0	0
zijns	provide	1	1	1	1	1	1	1	0	1
onderhandelingsthema	be	0	1	0	0	0	0	1	0	1
zijnd	defend	1	1	1	1	0	1	1	1	1
zijne	own	0	1	1	1	1	1	1	0	1
particulier	generate	0	0	1	1	1	1	1	0	1
reclamezendtijd	time	0	0	1	0	1	0	1	0	1
post-Nice-proces	process	0	0	1	1	1	1	1	0	0
nijpender	become	0	0	0	0	0	0	1	0	0
tegengehouden	block	0	0	-1	-1	0	1	1	0	-1
koffiedik	have	1	1	1	0	0	1	1	0	1
zelfverrijking	amass	1	1	1	0	1	1	1	0	1
Californië	make	0	0	0	1	0	0	1	0	0
uitvoerbelasting	tax	0	0	1	1	1	0	1	0	1
Barosso	march	0	0	0	0	0	0	1	0	0
Sarahwi	make	0	0	0	1	0	0	1	0	0
Bosnische	be	0	1	0	0	0	0	1	0	1
zijn,	be	0	1	0	0	0	0	1	0	1
zijn-	shoulder	0	0	0	0	0	1	1	0	1
zijn.	be	0	1	0	0	0	0	1	0	1
trekdieren	prevent	0	0	0	-1	0	1	1	-1	0
privérekening	house	1	1	0	1	1	1	1	1	1
exportrestitutie	export	0	0	1	0	1	1	1	0	1
verdiend	deserve	1	1	1	0	1	1	1	0	1
energievoorraad	supply	0	0	1	1	1	1	1	0	1
normatief	value	1	1	1	1	0	1	1	1	1
tijdrekening	begin	1	1	1	1	0	1	1	0	1
verkeersstroom	flow	0	0	0	0	0	0	1	0	0
belastinginformatie	tax	0	0	1	1	1	0	1	0	1
pm-lijn	ask	0	0	0	0	1	1	1	0	0
privé-banken	be	0	1	0	0	0	0	1	0	1
verdient	deserve	1	1	1	0	1	1	1	0	1
voedselhulpprogramma's	aid	1	1	1	1	0	1	1	1	1
toetreders	accede	0	1	1	1	1	1	1	0	1
PNR-kwestie	issue	0	0	0	1	0	1	1	0	0
postorderbedrijven	mail	0	1	1	1	1	1	1	-1	1
inkapselingsproject	satisfy	1	1	0	1	0	1	1	1	1
verificatieproces	process	0	0	1	1	1	1	1	0	0
rubriek4	head	1	0	1	1	1	1	1	0	1
ingrediëntenlijsten	list	0	0	0	1	0	0	1	0	1
geringschat	scorn	1	-1	-1	-1	-1	1	1	-1	-1
Middeneuropese	be	0	1	0	0	0	0	1	0	1
handelsrichtlijnen	rule	1	1	1	1	1	1	1	0	1
getapt	be	0	1	0	0	0	0	1	0	1
loopbaantrajecten	need	0	1	1	0	0	1	1	0	0
wortelde	take	1	1	1	0	1	1	1	0	1
deelbegrotingen	try	0	1	1	0	1	1	1	0	0
ophelderingsdebat	stare	0	-1	0	0	0	1	1	-1	0
onverschilligheid	disregard	0	-1	-1	-1	-1	1	1	0	-1
mikken	aim	0	0	0	1	1	0	1	0	1
FIOV-subsidies	aid	1	1	1	1	0	1	1	1	1
coördinatieproces	process	0	0	1	1	1	1	1	0	0
oversteek	cross	0	1	1	0	1	1	1	0	1
granen	compare	0	0	0	0	0	1	1	0	0
oversteeg	transcend	0	1	0	1	0	1	1	0	0
opleving	boom	0	0	0	-1	0	0	1	0	0
glimlach	smile	0	1	0	0	1	-1	1	0	1
uitbant	eliminate	-1	1	-1	-1	1	-1	1	0	0
verpleegtehuis	be	0	1	0	0	0	0	1	0	1
-regio	depart	1	0	1	-1	-1	1	1	0	0
dienstensector	account	0	0	0	0	0	1	1	0	0
rigiditeiten	accord	1	0	0	1	0	1	1	0	1
Zelaya	return	0	0	0	0	0	1	1	0	0
GATT-voorschriften	demonstrate	0	0	1	1	0	1	1	0	1
openbaarheidsregelingen	be	0	1	0	0	0	0	1	0	1
terugkeerprojecten	project	0	0	1	1	1	1	1	0	1
Suisse	be	0	1	0	0	0	0	1	0	1
betekenisuitbreiding	become	0	0	0	0	0	0	1	0	0
hertellen	recount	1	0	1	1	1	1	1	0	1
tabaksverslaving	smoke	0	0	1	-1	0	1	1	0	1
immigratiezaken	issue	0	0	0	1	0	1	1	0	0
bloody	go	0	0	0	0	0	0	1	0	0
guerrillaoorlog	fight	-1	0	-1	-1	0	0	1	0	-1
wreedaardige	be	0	1	0	0	0	0	1	0	1
heet	be	0	1	0	0	0	0	1	0	1
krantenartikel	appear	1	0	1	0	0	1	1	0	1
oorlogsverklaring	declare	0	0	1	0	0	1	1	0	1
Fins	do	1	1	1	0	0	1	1	0	1
Fini	represent	0	1	0	1	0	1	1	0	0
interventietaken	breathe	0	1	0	0	1	1	1	0	1
dramatisch	experience	0	1	-1	0	-1	0	1	0	-1
Fino	head	1	0	1	1	1	1	1	0	1
idealistisch	be	0	1	0	0	0	0	1	0	1
slavernij	form	1	1	1	1	1	1	1	0	1
situatieoverzicht	devise	1	1	1	1	1	1	1	0	1
stresserende	word	0	1	0	0	0	0	1	0	0
reservaat	reserve	0	0	1	0	1	1	1	0	1
verslag-Désir	report	0	0	-1	1	0	0	1	0	-1
Omdat	decline	0	0	-1	-1	0	1	1	0	0
uitstalraam	shop	0	0	1	0	1	1	1	0	1
toehoorders	listen	0	1	1	1	0	0	1	0	1
Suominen	regard	1	1	1	1	1	1	1	1	1
kaf	prevent	0	0	0	-1	0	1	1	-1	0
teren	prey	0	-1	0	0	0	1	1	0	0
Birlik	down	0	0	0	0	0	0	1	0	0
aankoopprijs	price	0	0	1	1	1	0	1	0	1
ontoelaatbaar	be	0	1	0	0	0	0	1	0	1
Legia-vonnis	restrict	0	0	-1	-1	0	1	1	0	1
stressvolle	involve	0	0	0	0	1	1	1	0	0
toepassingsgebieden	field	0	0	1	1	1	1	1	0	0
Kreissl-Dörfler	have	1	1	1	0	0	1	1	0	1
handelsovereenkomst	trade	0	1	1	1	1	1	1	0	1
bemonstering	help	1	1	0	1	0	1	1	1	0
sprong	leap	0	0	0	0	0	1	1	0	0
heef	have	1	1	1	0	0	1	1	0	1
verdwijning	disappear	0	0	0	0	0	0	1	0	0
negentien	incorporate	0	0	1	1	0	1	1	0	1
journalist	reveal	0	0	0	1	0	1	1	0	0
evaluatiemethoden	try	0	1	1	0	1	1	1	0	0
beschermingsnormen	offer	1	1	1	1	1	1	1	0	1
tijgers	do	1	1	1	0	0	1	1	0	1
bovendelen	originate	0	0	0	0	1	1	1	0	1
koudwatervrees	have	1	1	1	0	0	1	1	0	1
leefregels	enjoy	1	1	1	1	1	1	1	1	1
taboe	subject	0	0	1	1	0	1	1	0	1
beleidsherzieningen	be	0	1	0	0	0	0	1	0	1
wederhelft	prefer	0	0	1	1	1	1	1	0	1
euvel	forgive	1	1	1	1	1	1	1	1	1
evaluatiemethodes	perfect	1	1	1	1	1	1	1	0	1
oorspronkelijk	have	1	1	1	0	0	1	1	0	1
verdeelsleutel	scale	0	0	0	0	0	0	1	0	0
handelsnamen	name	0	1	1	1	1	1	1	0	1
trakteren	give	0	1	1	0	0	0	1	0	1
weelde	lead	0	1	1	1	1	0	1	0	1
être	discipline	1	1	1	1	0	1	1	0	1
prijsregulering	price	0	0	1	1	1	0	1	0	1
Kyoto-doelstelling	target	0	0	0	1	0	0	0	0	0
soft	increase	1	1	0	1	0	1	1	0	1
absurds	be	0	1	0	0	0	0	1	0	1
elektriciteitsleverancier	give	0	1	1	0	0	0	1	0	1
koopkrachtpariteit	purchase	1	1	1	1	1	1	0	0	1
toekeerden	turn	0	0	0	0	0	0	1	0	0
absurde	lead	0	1	1	1	1	0	1	0	1
buitengrens	border	0	0	0	0	0	0	0	0	0
Cohesieverslag	report	0	0	-1	1	0	0	1	0	-1
skischool	have	1	1	1	0	0	1	1	0	1
koers	line	0	0	0	0	1	0	1	0	1
TEMPUS	incorporate	0	0	1	1	0	1	1	0	1
uitgevoerd,	carry	0	1	1	0	0	1	1	0	0
uitgevoerd.	implement	1	1	1	1	1	1	1	0	1
financieringsronde	fund	1	1	1	1	1	1	1	0	1
risicoevaluatie	risk	-1	0	-1	0	-1	0	1	0	-1
opnemingen	abolish	-1	1	-1	-1	1	1	1	-1	1
vervoersplicht	support	1	1	1	1	0	1	1	1	1
warmtecentrales	heat	0	0	0	1	0	0	-1	0	1
gezondigd	be	0	1	0	0	0	0	1	0	1
financieringstoestand	be	0	1	0	0	0	0	1	0	1
instrumenteel	identify	0	0	-1	0	0	1	1	0	0
ongehoord	show	1	1	1	0	1	0	1	0	0
emissiereducties	cut	0	0	0	-1	0	0	1	0	0
Tindouf-regio	supply	0	0	1	1	1	1	1	0	1
meekrijgt	give	0	1	1	0	0	0	1	0	1
fokpraktijken	practice	0	0	1	1	0	0	1	0	0
gezondheidsterrein	control	1	0	1	0	1	1	1	0	1
blootstellen	expose	0	0	0	0	0	1	0	0	0
naadloos	line	0	0	0	0	1	0	1	0	1
niveaus	level	0	1	1	1	1	0	1	0	1
kopzorgen	concern	1	-1	0	-1	0	1	1	-1	0
vernietigen	destroy	0	-1	-1	-1	0	1	0	-1	0
Troïka	time	0	0	1	0	1	0	1	0	1
kwinkslag	allow	1	1	1	1	0	1	1	1	1
openingsbijeenkomst	open	1	1	1	1	0	0	1	0	1
kadervoorstel	suggest	1	1	1	1	0	1	1	0	1
paleis	install	1	0	1	1	1	1	1	0	0
uitgevoerde	carry	0	1	1	0	0	1	1	0	0
Waspam	do	1	1	1	0	0	1	1	0	1
spoorwegenbeleid	progress	1	1	0	1	1	1	1	0	1
Schots	send	1	1	1	0	1	1	1	0	1
suikerhandel	be	0	1	0	0	0	0	1	0	1
projectvoorbereidingen	launch	1	1	1	1	1	1	1	0	1
niveau.	level	0	1	1	1	1	0	1	0	1
bespeurden	lead	0	1	1	1	1	0	1	0	1
televisiedebatten	debate	0	1	0	1	1	1	1	0	0
jaardoelstellingen	draw	0	0	1	1	1	1	0	0	0
biomedisch	preserve	1	1	1	1	0	1	1	0	1
decimeren	decimate	0	-1	0	-1	0	1	0	-1	0
meerjarenactieplan	plan	1	1	1	1	1	1	1	0	1
staatsrecht	join	1	1	1	1	1	1	1	1	1
overslagkosten	cost	0	-1	0	0	0	0	1	-1	0
schikt	be	0	1	0	0	0	0	1	0	1
arbeidsgeschillen	dispute	0	0	-1	-1	-1	1	1	0	-1
razende	rush	0	0	-1	-1	1	1	1	-1	0
tegengevallen	have	1	1	1	0	0	1	1	0	1
hedenmiddag	be	0	1	0	0	0	0	1	0	1
CIP6-regeling	divert	0	0	0	0	1	0	0	0	0
gezant	appoint	1	1	1	1	1	1	1	1	1
benomen	sit	0	0	0	0	0	0	0	0	0
verslag-Seppänen	report	0	0	-1	1	0	0	1	0	-1
plichtplegingen	be	0	1	0	0	0	0	1	0	1
geïtalianiseerde	be	0	1	0	0	0	0	1	0	1
inleid	introduce	1	1	1	1	1	1	1	1	1
1896	start	1	1	1	1	1	1	1	0	1
afgelaten	express	-1	0	0	0	1	0	1	0	0
halfslachtig	go	0	0	0	0	0	0	1	0	0
droevige	depress	0	-1	0	-1	0	1	0	-1	0
inzitten	contain	0	0	0	0	0	0	1	0	0
herlanceren	approach	0	1	1	0	1	1	1	0	1
industrieterrein	plant	1	1	1	1	1	1	1	0	1
wisselkoersstelsels	rate	0	1	0	1	0	0	1	0	0
erkend,	picture	0	0	0	0	0	1	1	0	0
naderbij	approach	0	1	1	0	1	1	1	0	1
geslachtsrijp	try	0	1	1	0	1	1	1	0	0
productplanbureau	warn	0	1	0	1	0	1	1	0	0
elastiekje	like	1	1	1	1	0	1	1	1	1
watersysteem	water	0	-1	0	-1	0	1	1	0	1
